request_id,latency_seconds,t_virtual_completion,in_usable_range
57,0.3544323444366455,20.488460063934326,True
58,0.5180628299713135,21.00652289390564,True
59,0.3595681190490722,21.366091012954712,True
60,0.3351404666900635,21.701231479644775,True
61,0.2681031227111816,21.969334602355957,True
62,0.2664458751678467,22.235780477523804,True
63,0.4072301387786865,22.64301061630249,True
64,0.3557877540588379,22.998798370361328,True
65,0.250861644744873,23.2496600151062,True
66,0.3429574966430664,23.592617511749268,True
67,0.39851975440979,23.991137266159058,True
68,0.3349111080169678,24.326048374176025,True
69,0.3268599510192871,24.652908325195312,True
70,0.3297381401062011,24.982646465301514,True
71,0.2526214122772217,25.235267877578735,True
72,0.5551769733428955,25.79044485092163,True
73,0.3477444648742676,26.1381893157959,True
74,0.3896059989929199,26.52779531478882,True
75,0.5393509864807129,27.06714630126953,True
76,0.3203167915344238,27.387463092803955,True
77,0.343787670135498,27.731250762939453,True
78,0.3247427940368652,28.05599355697632,True
79,0.3479647636413574,28.403958320617676,True
80,0.3283338546752929,28.73229217529297,True
81,0.3511881828308105,29.08348035812378,True
82,0.3745040893554687,29.457984447479248,True
83,0.4194564819335937,29.877440929412842,True
84,0.3831419944763183,30.26058292388916,True
85,0.3601610660552978,30.620743989944458,True
86,0.3444657325744629,30.96520972251892,True
87,0.361393928527832,31.326603651046753,True
88,0.3296515941619873,31.65625524520874,True
89,0.3424916267395019,31.998746871948242,True
90,0.3308973312377929,32.329644203186035,True
91,0.3195207118988037,32.64916491508484,True
92,0.3414607048034668,32.990625619888306,True
93,0.3832721710205078,33.37389779090881,True
94,0.3490421772003174,33.72293996810913,True
95,0.3690321445465088,34.09197211265564,True
96,0.3265142440795898,34.41848635673523,True
97,0.2770564556121826,34.69554281234741,True
98,0.2539989948272705,34.94954180717468,True
99,0.2980530261993408,35.24759483337402,True
100,0.3591318130493164,35.60672664642334,True
101,0.3337085247039795,35.94043517112732,True
102,0.3562910556793213,36.29672622680664,True
103,0.3196408748626709,36.61636710166931,True
104,0.3667550086975097,36.98312211036682,True
105,0.3960857391357422,37.37920784950256,True
106,0.359586238861084,37.73879408836365,True
107,0.355997085571289,38.09479117393494,True
108,0.3272321224212646,38.4220232963562,True
109,0.369032621383667,38.79105591773987,True
110,0.355879545211792,39.14693546295166,True
111,0.3669979572296142,39.513933420181274,True
112,0.3868563175201416,39.900789737701416,True
113,0.3440375328063965,40.24482727050781,True
114,0.6418731212615967,40.88670039176941,True
115,0.3719480037689209,41.25864839553833,True
116,0.3685023784637451,41.627150774002075,True
117,0.2858285903930664,41.91297936439514,True
118,0.368790864944458,42.2817702293396,True
119,0.3427257537841797,42.62449598312378,True
120,0.3318715095520019,42.95636749267578,True
121,0.3614237308502197,43.317791223526,True
122,0.4100441932678222,43.72783541679382,True
123,0.2799906730651855,44.00782608985901,True
124,0.3359799385070801,44.34380602836609,True
125,0.3789255619049072,44.722731590270996,True
126,0.3679962158203125,45.09072780609131,True
127,0.3670897483825683,45.45781755447388,True
128,0.2749338150024414,45.73275136947632,True
129,0.2888059616088867,46.021557331085205,True
130,0.6868524551391602,46.708409786224365,True
131,0.3363492488861084,47.044759035110474,True
132,0.3667550086975097,47.41151404380798,True
133,0.3273873329162597,47.73890137672424,True
134,0.6636538505554199,48.40255522727966,True
135,0.3829765319824219,48.785531759262085,True
136,0.3528029918670654,49.13833475112915,True
137,0.3403944969177246,49.478729248046875,True
138,0.354778528213501,49.833507776260376,True
139,0.3247585296630859,50.15826630592346,True
140,0.2552227973937988,50.41348910331726,True
141,0.3551936149597168,50.76868271827698,True
142,0.3784992694854736,51.14718198776245,True
143,0.3137228488922119,51.46090483665466,True
144,0.3527634143829345,51.8136682510376,True
145,0.282463788986206,52.096132040023804,True
146,0.2895705699920654,52.38570261001587,True
147,0.3563649654388428,52.74206757545471,True
148,0.3563776016235351,53.09844517707825,True
149,0.3678240776062011,53.46626925468445,True
150,0.3628430366516113,53.82911229133606,True
151,0.3455564975738525,54.17466878890991,True
152,0.4880845546722412,54.66275334358215,True
153,0.3356070518493652,54.99836039543152,True
154,0.348254919052124,55.34661531448364,True
155,0.3549952507019043,55.70161056518555,True
156,0.4156961441040039,56.11730670928955,True
157,0.3732714653015136,56.490578174591064,True
158,0.3833675384521484,56.87394571304321,True
159,0.3693535327911377,57.24329924583435,True
160,0.2788972854614258,57.522196531295776,True
161,0.3431882858276367,57.86538481712341,True
162,0.3621771335601806,58.227561950683594,True
163,0.3377308845520019,58.565292835235596,True
164,0.3548178672790527,58.92011070251465,True
165,0.3232762813568115,59.24338698387146,True
166,0.3252618312835693,59.56864881515503,True
167,0.3421437740325928,59.91079258918762,True
168,0.3309464454650879,60.24173903465271,True
169,0.3702037334442138,60.611942768096924,True
170,0.3362915515899658,60.94823431968689,True
171,0.2686572074890136,61.2168915271759,True
172,0.2767860889434814,61.493677616119385,True
173,0.3654375076293945,61.85911512374878,True
174,0.369227647781372,62.22834277153015,True
175,0.3270449638366699,62.55538773536682,True
176,0.3402135372161865,62.89560127258301,True
177,0.370476484298706,63.266077756881714,True
178,0.3711187839508056,63.63719654083252,True
179,0.3251662254333496,63.96236276626587,True
180,0.3448700904846191,64.30723285675049,True
181,0.3307034969329834,64.63793635368347,True
182,0.3362534046173095,64.97418975830078,True
183,0.3033797740936279,65.27756953239441,True
184,0.342012882232666,65.61958241462708,True
185,0.3704912662506103,65.99007368087769,True
186,0.3740248680114746,66.36409854888916,True
187,0.4268679618835449,66.7909665107727,True
188,0.3467941284179687,67.13776063919067,True
189,0.407196044921875,67.54495668411255,True
190,0.427297830581665,67.97225451469421,True
191,0.3998711109161377,68.37212562561035,True
192,0.3569111824035644,68.72903680801392,True
193,0.3475115299224853,69.0765483379364,True
194,0.330496072769165,69.40704441070557,True
195,0.3584864139556885,69.76553082466125,True
196,0.3361523151397705,70.10168313980103,True
197,0.3786711692810058,70.48035430908203,True
198,0.3551104068756103,70.83546471595764,True
199,0.4045438766479492,71.24000859260559,True
200,0.3268556594848633,71.56686425209045,True
201,0.3629531860351562,71.92981743812561,True
202,0.3484129905700683,72.27823042869568,True
203,0.2736928462982178,72.5519232749939,True
204,0.2764170169830322,72.82834029197693,True
205,0.382516860961914,73.21085715293884,True
206,0.3324458599090576,73.5433030128479,True
207,0.3428583145141601,73.88616132736206,True
208,0.3865425586700439,74.2727038860321,True
209,0.3464183807373047,74.61912226676941,True
210,0.3953809738159179,75.01450324058533,True
211,0.3378512859344482,75.35235452651978,True
212,0.3246645927429199,75.6770191192627,True
213,0.3225078582763672,75.99952697753906,True
214,0.5232977867126465,76.52282476425171,True
215,0.2540466785430908,76.7768714427948,True
216,0.3595054149627685,77.13637685775757,True
217,0.3353919982910156,77.47176885604858,True
218,0.3505406379699707,77.82230949401855,True
219,0.3576030731201172,78.17991256713867,True
220,0.3415095806121826,78.52142214775085,True
221,0.3463444709777832,78.86776661872864,True
222,0.3219437599182129,79.18971037864685,True
223,0.4891970157623291,79.67890739440918,True
224,0.5246503353118896,80.20355772972107,True
225,0.3651399612426758,80.56869769096375,True
226,0.3725686073303222,80.94126629829407,True
227,0.375786542892456,81.31705284118652,True
228,0.2883567810058594,81.60540962219238,True
229,0.3879487514495849,81.99335837364197,True
230,0.3691451549530029,82.36250352859497,True
231,0.2744128704071045,82.63691639900208,True
232,0.3429853916168213,82.9799017906189,True
233,0.3246853351593017,83.3045871257782,True
234,0.3739528656005859,83.67853999137878,True
235,0.3263866901397705,84.00492668151855,True
236,0.3380389213562011,84.34296560287476,True
237,0.2774550914764404,84.6204206943512,True
238,0.3475821018218994,84.9680027961731,True
239,0.3134691715240478,85.28147196769714,True
240,0.3055410385131836,85.58701300621033,True
241,0.3254463672637939,85.91245937347412,True
242,0.381209135055542,86.29366850852966,True
243,0.3900196552276611,86.68368816375732,True
244,0.3070318698883056,86.99072003364563,True
245,0.3584749698638916,87.34919500350952,True
246,0.3357157707214355,87.68491077423096,True
247,0.3759016990661621,88.06081247329712,True
248,0.3246207237243652,88.38543319702148,True
249,0.3400697708129883,88.72550296783447,True
250,0.3718757629394531,89.09737873077393,True
251,0.3307569026947021,89.42813563346863,True
252,0.2679507732391357,89.69608640670776,True
253,0.3150053024291992,90.01109170913696,True
254,0.3188395500183105,90.32993125915527,True
255,0.3373758792877197,90.667307138443,True
256,0.3530220985412597,91.02032923698425,True
257,0.3500888347625732,91.37041807174683,True
258,0.2867782115936279,91.65719628334045,True
259,0.283381700515747,91.9405779838562,True
260,0.383904218673706,92.32448220252991,True
261,0.3586716651916504,92.68315386772156,True
262,0.3530349731445312,93.03618884086609,True
263,0.3465449810028076,93.3827338218689,True
264,0.3323359489440918,93.71506977081299,True
265,0.3506286144256592,94.06569838523865,True
266,0.411602258682251,94.4773006439209,True
267,0.3722126483917236,94.84951329231262,True
268,0.3384726047515869,95.18798589706421,True
269,0.3582468032836914,95.5462327003479,True
270,0.3696441650390625,95.91587686538696,True
271,0.2665779590606689,96.18245482444763,True
272,0.3588051795959472,96.54126000404358,True
273,0.3380005359649658,96.87926054000854,True
274,0.3295471668243408,97.20880770683289,True
275,0.386970043182373,97.59577775001526,True
276,0.3443224430084228,97.94010019302368,True
277,0.3958072662353515,98.33590745925903,True
278,0.3800234794616699,98.7159309387207,True
279,0.33270263671875,99.04863357543945,True
280,0.328535795211792,99.37716937065125,True
281,0.3458983898162842,99.72306776046753,True
282,0.4290132522583008,100.15208101272583,True
283,0.4303638935089111,100.58244490623474,True
284,0.3452048301696777,100.92764973640442,True
285,0.3031439781188965,101.23079371452332,True
286,0.3518350124359131,101.58262872695923,True
287,0.3417301177978515,101.92435884475708,True
288,0.3427283763885498,102.26708722114563,True
289,0.3494598865509033,102.61654710769653,True
290,0.576685905456543,103.19323301315308,True
291,0.2413477897644043,103.43458080291748,True
292,0.3183972835540771,103.75297808647156,True
293,0.3467640876770019,104.09974217414856,True
294,0.3228063583374023,104.42254853248596,True
295,0.3405945301055908,104.76314306259155,True
296,0.3398284912109375,105.10297155380249,True
297,0.3012371063232422,105.40420866012573,True
298,0.3496177196502685,105.753826379776,True
299,0.5188214778900146,106.27264785766602,False
300,0.3541195392608642,106.62676739692688,False
